date,placeId,view
2023-08-08,4613124139963382736,145
2023-08-07,4613124139963382736,159
2023-08-06,4613124139963382736,125
2023-08-05,4613124139963382736,173
2023-08-04,4613124139963382736,117
2023-08-03,4613124139963382736,133
2023-08-02,4613124139963382736,105
2023-08-01,4613124139963382736,144
2023-07-31,4613124139963382736,129
2023-07-30,4613124139963382736,129
2023-07-29,4613124139963382736,150
2023-07-28,4613124139963382736,133
2023-07-27,4613124139963382736,192
2023-07-26,4613124139963382736,136
2023-07-25,4613124139963382736,135
2023-07-24,4613124139963382736,120
2023-07-23,4613124139963382736,148
2023-07-22,4613124139963382736,147
2023-07-21,4613124139963382736,143
2023-07-20,4613124139963382736,159
2023-07-19,4613124139963382736,139
2023-07-18,4613124139963382736,113
2023-07-17,4613124139963382736,123
2023-07-16,4613124139963382736,123
2023-07-15,4613124139963382736,148
2023-07-14,4613124139963382736,153
2023-07-13,4613124139963382736,114
2023-07-12,4613124139963382736,125
2023-07-11,4613124139963382736,120
2023-07-10,4613124139963382736,107
2023-07-09,4613124139963382736,121
2023-07-08,4613124139963382736,176
2023-07-07,4613124139963382736,183
2023-07-06,4613124139963382736,120
2023-07-05,4613124139963382736,130
2023-07-04,4613124139963382736,110
2023-07-03,4613124139963382736,114
2023-07-02,4613124139963382736,125
2023-07-01,4613124139963382736,168
2023-06-30,4613124139963382736,151
2023-06-29,4613124139963382736,154
2023-06-28,4613124139963382736,129
2023-06-27,4613124139963382736,144
2023-06-26,4613124139963382736,118
2023-06-25,4613124139963382736,189
2023-06-24,4613124139963382736,153
2023-06-23,4613124139963382736,156
2023-06-22,4613124139963382736,155
2023-06-21,4613124139963382736,139
2023-06-20,4613124139963382736,142
2023-06-19,4613124139963382736,141
2023-06-18,4613124139963382736,136
2023-06-17,4613124139963382736,155
2023-06-16,4613124139963382736,168
2023-06-15,4613124139963382736,146
2023-06-14,4613124139963382736,153
2023-06-13,4613124139963382736,180
2023-06-12,4613124139963382736,156
2023-06-11,4613124139963382736,142
2023-06-10,4613124139963382736,190
2023-06-09,4613124139963382736,168
2023-06-08,4613124139963382736,132
2023-06-07,4613124139963382736,177
2023-06-06,4613124139963382736,160
2023-06-05,4613124139963382736,102
2023-06-04,4613124139963382736,145
2023-06-03,4613124139963382736,145
2023-06-02,4613124139963382736,163
2023-06-01,4613124139963382736,202
2023-05-31,4613124139963382736,108
2023-05-30,4613124139963382736,143
2023-05-29,4613124139963382736,173
2023-05-28,4613124139963382736,146
2023-05-27,4613124139963382736,155
2023-05-26,4613124139963382736,122
2023-05-25,4613124139963382736,127
2023-05-24,4613124139963382736,127
2023-05-23,4613124139963382736,155
2023-05-22,4613124139963382736,155
2023-05-21,4613124139963382736,191
2023-05-20,4613124139963382736,190
2023-05-19,4613124139963382736,244
2023-05-18,4613124139963382736,160
2023-05-17,4613124139963382736,156
2023-05-16,4613124139963382736,126
2023-05-15,4613124139963382736,135
2023-05-14,4613124139963382736,98
2023-05-13,4613124139963382736,121
2023-05-12,4613124139963382736,125
2023-05-11,4613124139963382736,133
2023-05-10,4613124139963382736,136
2023-05-09,4613124139963382736,104
2023-05-08,4613124139963382736,120
2023-05-07,4613124139963382736,140
2023-05-06,4613124139963382736,180
2023-05-05,4613124139963382736,127
2023-05-04,4613124139963382736,130
2023-05-03,4613124139963382736,120
2023-05-02,4613124139963382736,105
2023-05-01,4613124139963382736,96
2023-04-30,4613124139963382736,90
2023-04-29,4613124139963382736,71
2023-04-28,4613124139963382736,90
2023-04-27,4613124139963382736,126
2023-04-26,4613124139963382736,124
2023-04-25,4613124139963382736,137
2023-04-24,4613124139963382736,128
2023-04-23,4613124139963382736,135
2023-04-22,4613124139963382736,142
2023-04-21,4613124139963382736,152
2023-04-20,4613124139963382736,142
2023-04-19,4613124139963382736,141
2023-04-18,4613124139963382736,129
2023-04-17,4613124139963382736,104
2023-04-16,4613124139963382736,108
2023-04-15,4613124139963382736,120
2023-04-14,4613124139963382736,124
2023-04-13,4613124139963382736,129
2023-04-12,4613124139963382736,104
2023-04-11,4613124139963382736,109
2023-04-10,4613124139963382736,119
2023-04-09,4613124139963382736,110
2023-04-08,4613124139963382736,146
2023-04-07,4613124139963382736,132
2023-04-06,4613124139963382736,143
2023-04-05,4613124139963382736,154
2023-04-04,4613124139963382736,148
2023-04-03,4613124139963382736,111
2023-04-02,4613124139963382736,114
2023-04-01,4613124139963382736,127
2023-03-31,4613124139963382736,175
2023-03-30,4613124139963382736,105
2023-03-29,4613124139963382736,95
2023-03-28,4613124139963382736,96
2023-03-27,4613124139963382736,150
2023-03-26,4613124139963382736,162
2023-03-25,4613124139963382736,242
2023-03-24,4613124139963382736,199
2023-03-23,4613124139963382736,164
2023-03-22,4613124139963382736,103
2023-03-21,4613124139963382736,137
2023-03-20,4613124139963382736,153
2023-03-19,4613124139963382736,130
2023-03-18,4613124139963382736,105
2023-03-17,4613124139963382736,142
2023-03-16,4613124139963382736,88
2023-03-15,4613124139963382736,170
2023-03-14,4613124139963382736,142
2023-03-13,4613124139963382736,127
2023-03-12,4613124139963382736,118
2023-03-11,4613124139963382736,121
2023-03-10,4613124139963382736,127
2023-03-09,4613124139963382736,158
2023-03-08,4613124139963382736,130
2023-03-07,4613124139963382736,138
2023-03-06,4613124139963382736,157
2023-03-05,4613124139963382736,103
2023-03-04,4613124139963382736,152
2023-03-03,4613124139963382736,230
2023-03-02,4613124139963382736,165
2023-03-01,4613124139963382736,129
2023-02-28,4613124139963382736,98
2023-02-27,4613124139963382736,133
2023-02-26,4613124139963382736,121
2023-02-25,4613124139963382736,177
2023-02-24,4613124139963382736,145
2023-02-23,4613124139963382736,130
2023-02-22,4613124139963382736,144
2023-02-21,4613124139963382736,114
2023-02-20,4613124139963382736,132
2023-02-19,4613124139963382736,145
2023-02-18,4613124139963382736,102
2023-02-17,4613124139963382736,143
2023-02-16,4613124139963382736,110
2023-02-15,4613124139963382736,195
2023-02-14,4613124139963382736,97
2023-02-13,4613124139963382736,145
2023-02-12,4613124139963382736,116
2023-02-11,4613124139963382736,117
2023-02-10,4613124139963382736,144
2023-02-09,4613124139963382736,110
2023-02-08,4613124139963382736,107
2023-02-07,4613124139963382736,123
2023-02-06,4613124139963382736,164
2023-02-05,4613124139963382736,117
2023-02-04,4613124139963382736,158
2023-02-03,4613124139963382736,130
2023-02-02,4613124139963382736,118
2023-02-01,4613124139963382736,91
2023-01-31,4613124139963382736,110
2023-01-30,4613124139963382736,125
2023-01-29,4613124139963382736,111
2023-01-28,4613124139963382736,125
2023-01-27,4613124139963382736,124
2023-01-26,4613124139963382736,123
2023-01-25,4613124139963382736,133
2023-01-24,4613124139963382736,82
2023-01-23,4613124139963382736,57
2023-01-22,4613124139963382736,97
2023-01-21,4613124139963382736,127
2023-01-20,4613124139963382736,58
2023-01-19,4613124139963382736,54
2023-01-18,4613124139963382736,54
2023-01-17,4613124139963382736,68
2023-01-16,4613124139963382736,84
2023-01-15,4613124139963382736,136
2023-01-14,4613124139963382736,100
2023-01-13,4613124139963382736,135
2023-01-12,4613124139963382736,77
2023-01-11,4613124139963382736,107
2023-01-10,4613124139963382736,94
2023-01-09,4613124139963382736,141
2023-01-08,4613124139963382736,112
2023-01-07,4613124139963382736,135
2023-01-06,4613124139963382736,109
2023-01-05,4613124139963382736,106
2023-01-04,4613124139963382736,137
2023-01-03,4613124139963382736,108
2023-01-02,4613124139963382736,126
2023-01-01,4613124139963382736,97
2022-12-31,4613124139963382736,101
2022-12-30,4613124139963382736,134
2022-12-29,4613124139963382736,111
2022-12-28,4613124139963382736,104
2022-12-27,4613124139963382736,144
2022-12-26,4613124139963382736,121
2022-12-25,4613124139963382736,134
2022-12-24,4613124139963382736,116
2022-12-23,4613124139963382736,110
2022-12-22,4613124139963382736,119
2022-12-21,4613124139963382736,121
2022-12-20,4613124139963382736,90
2022-12-19,4613124139963382736,94
2022-12-18,4613124139963382736,121
2022-12-17,4613124139963382736,139
2022-12-16,4613124139963382736,142
2022-12-15,4613124139963382736,116
2022-12-14,4613124139963382736,130
2022-12-13,4613124139963382736,136
2022-12-12,4613124139963382736,148
2022-12-11,4613124139963382736,153
2022-12-10,4613124139963382736,152
2022-12-09,4613124139963382736,137
2022-12-08,4613124139963382736,126
2022-12-07,4613124139963382736,90
2022-12-06,4613124139963382736,131
2022-12-05,4613124139963382736,120
2022-12-04,4613124139963382736,175
2022-12-03,4613124139963382736,136
2022-12-02,4613124139963382736,142
2022-12-01,4613124139963382736,152
2022-11-30,4613124139963382736,152
2022-11-29,4613124139963382736,182
2022-11-28,4613124139963382736,161
2022-11-27,4613124139963382736,164
2022-11-26,4613124139963382736,169
2022-11-25,4613124139963382736,162
2022-11-24,4613124139963382736,139
2022-11-23,4613124139963382736,151
2022-11-22,4613124139963382736,131
2022-11-21,4613124139963382736,126
2022-11-20,4613124139963382736,117
2022-11-19,4613124139963382736,160
2022-11-18,4613124139963382736,68
2022-11-17,4613124139963382736,127
2022-11-16,4613124139963382736,148
2022-11-15,4613124139963382736,157
2022-11-14,4613124139963382736,138
2022-11-13,4613124139963382736,147
2022-11-12,4613124139963382736,164
2022-11-11,4613124139963382736,150
2022-11-10,4613124139963382736,133
2022-11-09,4613124139963382736,148
2022-11-08,4613124139963382736,121
2022-11-07,4613124139963382736,131
2022-11-06,4613124139963382736,143
2022-11-05,4613124139963382736,158
2022-11-04,4613124139963382736,160
2022-11-03,4613124139963382736,141
2022-11-02,4613124139963382736,134
2022-11-01,4613124139963382736,136
2022-10-31,4613124139963382736,148
2022-10-30,4613124139963382736,142
2022-10-29,4613124139963382736,211
2022-10-28,4613124139963382736,128
2022-10-27,4613124139963382736,148
2022-10-26,4613124139963382736,144
2022-10-25,4613124139963382736,168
2022-10-24,4613124139963382736,74
2022-10-23,4613124139963382736,133
2022-10-22,4613124139963382736,145
2022-10-21,4613124139963382736,130
2022-10-20,4613124139963382736,151
2022-10-19,4613124139963382736,181
2022-10-18,4613124139963382736,120
2022-10-17,4613124139963382736,125
2022-10-16,4613124139963382736,168
2022-10-15,4613124139963382736,165
2022-10-14,4613124139963382736,85
2022-10-13,4613124139963382736,71
2022-10-12,4613124139963382736,125
2022-10-11,4613124139963382736,143
2022-10-10,4613124139963382736,116
2022-10-09,4613124139963382736,123
2022-10-08,4613124139963382736,153
2022-10-07,4613124139963382736,183
2022-10-06,4613124139963382736,124
2022-10-05,4613124139963382736,104
2022-10-04,4613124139963382736,148
2022-10-03,4613124139963382736,125
2022-10-02,4613124139963382736,115
2022-10-01,4613124139963382736,150
2022-09-30,4613124139963382736,140
2022-09-29,4613124139963382736,159
2022-09-28,4613124139963382736,124
2022-09-27,4613124139963382736,197
2022-09-26,4613124139963382736,146
2022-09-25,4613124139963382736,93
2022-09-24,4613124139963382736,126
2022-09-23,4613124139963382736,125
2022-09-22,4613124139963382736,138
2022-09-21,4613124139963382736,125
2022-09-20,4613124139963382736,114
2022-09-19,4613124139963382736,172
2022-09-18,4613124139963382736,142
2022-09-17,4613124139963382736,196
2022-09-16,4613124139963382736,197
2022-09-15,4613124139963382736,148
2022-09-14,4613124139963382736,134
2022-09-13,4613124139963382736,135
2022-09-12,4613124139963382736,150
2022-09-11,4613124139963382736,185
2022-09-10,4613124139963382736,227
2022-09-09,4613124139963382736,218
2022-09-08,4613124139963382736,157
2022-09-07,4613124139963382736,174
2022-09-06,4613124139963382736,107
2022-09-05,4613124139963382736,136
2022-09-04,4613124139963382736,124
2022-09-03,4613124139963382736,153
2022-09-02,4613124139963382736,134
2022-09-01,4613124139963382736,124
2022-08-31,4613124139963382736,142
2022-08-30,4613124139963382736,154
2022-08-29,4613124139963382736,183
2022-08-28,4613124139963382736,141
2022-08-27,4613124139963382736,172
2022-08-26,4613124139963382736,229
2022-08-25,4613124139963382736,153
2022-08-24,4613124139963382736,128
2022-08-23,4613124139963382736,143
2022-08-22,4613124139963382736,143
2022-08-21,4613124139963382736,144
2022-08-20,4613124139963382736,173
2022-08-19,4613124139963382736,129
2022-08-18,4613124139963382736,132
2022-08-17,4613124139963382736,173
2022-08-16,4613124139963382736,154
2022-08-15,4613124139963382736,135
2022-08-14,4613124139963382736,135
2022-08-13,4613124139963382736,177
2022-08-12,4613124139963382736,171
2022-08-11,4613124139963382736,152
2022-08-10,4613124139963382736,122
2022-08-09,4613124139963382736,120
2022-08-08,4613124139963382736,100
2022-08-07,4613124139963382736,119
2022-08-06,4613124139963382736,176
2022-08-05,4613124139963382736,150
2022-08-04,4613124139963382736,151
2022-08-03,4613124139963382736,121
2022-08-02,4613124139963382736,125
2022-08-01,4613124139963382736,108
2022-07-31,4613124139963382736,114
2022-07-30,4613124139963382736,175
2022-07-29,4613124139963382736,159
2022-07-28,4613124139963382736,166
2022-07-27,4613124139963382736,152
2022-07-26,4613124139963382736,146
2022-07-25,4613124139963382736,144
2022-07-24,4613124139963382736,159
2022-07-23,4613124139963382736,140
2022-07-22,4613124139963382736,201
2022-07-21,4613124139963382736,143
2022-07-20,4613124139963382736,173
2022-07-19,4613124139963382736,155
2022-07-18,4613124139963382736,171
2022-07-17,4613124139963382736,201
2022-07-16,4613124139963382736,224
2022-07-15,4613124139963382736,167
2022-07-14,4613124139963382736,172
2022-07-13,4613124139963382736,144
2022-07-12,4613124139963382736,126
2022-07-11,4613124139963382736,144
2022-07-10,4613124139963382736,143
2022-07-09,4613124139963382736,121
2022-07-08,4613124139963382736,172
2022-07-07,4613124139963382736,205
2022-07-06,4613124139963382736,130
2022-07-05,4613124139963382736,138
2022-07-04,4613124139963382736,158
2022-07-03,4613124139963382736,189
2022-07-02,4613124139963382736,144
2022-07-01,4613124139963382736,158
2022-06-30,4613124139963382736,124
2022-06-29,4613124139963382736,222
2022-06-28,4613124139963382736,204
2022-06-27,4613124139963382736,167
2022-06-26,4613124139963382736,171
2022-06-25,4613124139963382736,233
2022-06-24,4613124139963382736,210
2022-06-23,4613124139963382736,186
2022-06-22,4613124139963382736,162
